
5000.000000 5000.000000 5000.000000 9800.000000 2000.000000 4000.000000 3.000000 1.000000 -4.000000 10 10 10
2000.000000 2000.000000 2000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
2000.000000 2000.000000 2000.000000 9800.000000 2000.000000 4000.000000 3.000000 1.000000 -4.000000 10 10 10
2000.000000 2000.000000 2000.000000 9800.000000 2000.000000 4000.000000 3.000000 1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 6300.000000 2800.000000 5100.000000 3.000000 1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 6300.000000 2800.000000 5100.000000 3.000000 1.000000 4.000000 10 10 10
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 -1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 -1.000000 -4.000000 1 1 1
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 -1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 -1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 -1.000000 -4.000000 30 30 30
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 -1.000000 -4.000000 30 30 30
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 -1.000000 -4.000000 30 30 30
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 1.000000 -4.000000 30 30 30
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 1.000000 -4.000000 10 10 10
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 1.000000 -4.000000 50 50 50
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 1.000000 -4.000000 50 50 50
1500.000000 1500.000000 1500.000000 2800.000000 7100.000000 5100.000000 3.000000 1.000000 -4.000000 50 50 50
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 50 50 50
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 1 1 1
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
1500.000000 1500.000000 1500.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 100 100 100
